X,I,T,V
1.46859999999997,5994.55584920211,399992053.728768,18.0188211552973
1.46929999999997,6016.94327039947,399992024.047594,18.0861152016144
1.46999999999997,6039.41429883159,399991994.255573,18.1536605655153
1.47069999999997,6061.9692467245,399991964.352292,18.2214581855576
1.47139999999997,6084.60842747014,399991934.337335,18.2895090038042
1.47209999999997,6107.3321556307,399991904.210284,18.3578139658357
1.47279999999997,6130.14074694301,399991873.970722,18.4263740207641
1.47349999999997,6153.03451832294,399991843.618228,18.4951901212457
1.47419999999997,6176.01378786973,399991813.15238,18.5642632234945
1.47489999999997,6199.07887487052,399991782.572755,18.6335942872953
1.47559999999997,6222.23009980468,399991751.878928,18.7031842760171
1.47629999999997,6245.46778434832,399991721.070473,18.7730341566265
1.47699999999997,6268.79225137874,399991690.146961,18.8431448997013
1.47769999999997,6292.20382497893,399991659.107963,18.9135174794436
1.47839999999997,6315.70283044206,399991627.953048,18.9841528736938
1.47909999999997,6339.28959427598,399991596.681782,19.0550520639436
1.47979999999997,6362.96444420778,399991565.293732,19.1262160353504
1.48049999999997,6386.72770918836,399991533.78846,19.1976457767503
1.48119999999997,6410.57971939694,399991502.165531,19.2693422806722
1.48189999999997,6434.52080624571,399991470.424502,19.3413065433514
1.48259999999997,6458.55130238439,399991438.564935,19.4135395647436
1.48329999999997,6482.67154170487,399991406.586386,19.4860423485387
1.48399999999996,6506.88185934583,399991374.488411,19.5588159021748
1.48469999999996,6531.18259169743,399991342.270564,19.6318612368521
1.48539999999996,6555.57407640595,399991309.932397,19.7051793675473
1.48609999999996,6580.0566523785,399991277.473461,19.7787713130269
1.48679999999996,6604.63065978769,399991244.893305,19.8526380958623
1.48749999999996,6629.29644007641,399991212.191476,19.9267807424434
1.48819999999996,6654.05433596255,399991179.367519,20.001200282993
1.48889999999996,6678.90469144372,399991146.42098,20.0758977515813
1.48959999999996,6703.84785180211,399991113.351399,20.1508741861399
1.49029999999996,6728.8841636092,399991080.158318,20.2261306284766
1.49099999999996,6754.01397473064,399991046.841276,20.3016681242897
1.49169999999996,6779.23763433105,399991013.399808,20.3774877231824
1.49239999999996,6804.55549287886,399990979.833452,20.4535904786777
1.49309999999996,6829.96790215122,399990946.141739,20.5299774482327
1.49379999999996,6855.47521523883,399990912.324203,20.6066496932534
1.49449999999996,6881.07778655089,399990878.380373,20.6836082791096
1.49519999999996,6906.77597182002,399990844.309778,20.7608542751497
1.49589999999996,6932.57012810715,399990810.111943,20.8383887547151
1.49659999999996,6958.46061380654,399990775.786395,20.9162127951559
1.49729999999996,6984.44778865075,399990741.332657,20.9943274778449
1.49799999999996,7010.53201371558,399990706.750248,21.0727338881936
1.49869999999996,7036.71365142517,399990672.03869,21.1514331156666
1.49939999999996,7062.99306555697,399990637.197499,21.230426253797
1.50009999999996,7089.37062124679,399990602.226191,21.3097144002016
1.50079999999996,7115.84668499395,399990567.124282,21.3892986565959
1.50149999999996,7142.42162466625,399990531.891282,21.4691801288099
1.50219999999996,7169.0958095052,399990496.526702,21.549359926803
1.50289999999996,7195.86961013107,399990461.030051,21.6298391646795
1.50359999999996,7222.74339854805,399990425.400836,21.7106189607044
1.50429999999996,7249.71754814944,399990389.638562,21.7917004373186
1.50499999999996,7276.79243372282,399990353.742732,21.8730847211544
1.50569999999996,7303.96843145527,399990317.712846,21.9547729430516
1.50639999999996,7331.24591893857,399990281.548405,22.0367662380728
1.50709999999996,7358.62527517446,399990245.248906,22.1190657455195
1.50779999999996,7386.10688057992,399990208.813844,22.2016726089475
1.50849999999996,7413.69111699241,399990172.242714,22.2845879761833
1.50919999999996,7441.37836767522,399990135.535007,22.3678129993395
1.50989999999996,7469.16901732277,399990098.690213,22.4513488348314
1.51059999999996,7497.06345206594,399990061.707821,22.5351966433925
1.51129999999996,7525.06205947748,399990024.587315,22.6193575900909
1.51199999999996,7553.16522857733,399989987.328182,22.7038328443456
1.51269999999996,7581.37334983807,399989949.929902,22.7886235799426
1.51339999999996,7609.68681519033,399989912.391956,22.8737309750511
1.51409999999996,7638.10601802824,399989874.713823,22.9591562122401
1.51479999999996,7666.63135321486,399989836.894979,23.0449004784945
1.51549999999996,7695.26321708772,399989798.934899,23.1309649652321
1.51619999999996,7724.00200746427,399989760.833056,23.2173508683196
1.51689999999996,7752.84812364744,399989722.588919,23.3040593880896
1.51759999999996,7781.8019664312,399989684.201957,23.3910917293571
1.51829999999996,7810.86393810605,399989645.671638,23.4784491014363
1.51899999999996,7840.03444246471,399989606.997425,23.5661327181574
1.51969999999996,7869.31388480765,399989568.178782,23.6541437978833
1.52039999999996,7898.70267194875,399989529.215169,23.7424835635269
1.52109999999996,7928.20121222097,399989490.106045,23.8311532425675
1.52179999999996,7957.80991548197,399989450.850865,23.9201540670687
1.52249999999996,7987.52919311984,399989411.449086,24.0094872736945
1.52319999999996,8017.35945805881,399989371.900159,24.0991541037274
1.52389999999996,8047.30112476497,399989332.203535,24.1891558030851
1.52459999999996,8077.35460925206,399989292.358662,24.2794936223378
1.52529999999996,8107.52032908719,399989252.364987,24.370168816726
1.52599999999996,8137.7987033967,399989212.221954,24.4611826461774
1.52669999999996,8168.19015287193,399989171.929005,24.552536375325
1.52739999999996,8198.69509977512,399989131.485581,24.6442312735239
1.52809999999996,8229.3139679452,399989090.891119,24.7362686148698
1.52879999999996,8260.04718280375,399989050.145056,24.828649678216
1.52949999999996,8290.89517136087,399989009.246824,24.9213757471915
1.53019999999996,8321.85836222112,399988968.195857,25.0144481102187
1.53089999999996,8352.93718558944,399988926.991584,25.1078680605316
1.53159999999996,8384.1320732772,399988885.633431,25.2016368961931
1.53229999999996,8415.44345870812,399988844.120826,25.2957559201139
1.53299999999996,8446.87177692433,399988802.453189,25.39022644007
1.53369999999996,8478.4174645924,399988760.629944,25.4850497687209
1.53439999999996,8510.08096000941,399988718.650509,25.5802272236281
1.53509999999996,8541.86270310904,399988676.514299,25.6757601272733
1.53579999999996,8573.76313546767,399988634.220731,25.7716498070766
1.53649999999996,8605.7827003105,399988591.769216,25.8678975954151
1.53719999999996,8637.92184251777,399988549.159165,25.9645048296416
1.53789999999996,8670.18100863083,399988506.389985,26.0614728521026
1.53859999999996,8702.56064685845,399988463.461082,26.1588030101577
1.53929999999996,8735.06120708298,399988420.37186,26.2564966561976
1.53999999999996,8767.68314086661,399988377.12172,26.3545551476633
1.54069999999996,8800.42690145766,399988333.710061,26.4529798470651
1.54139999999996,8833.29294379684,399988290.13628,26.5517721220011
1.54209999999996,8866.28172452362,399988246.399772,26.6509333451763
1.54279999999996,8899.39370198252,399988202.499929,26.7504648944219
1.54349999999996,8932.6293362295,399988158.43614,26.8503681527144
1.54419999999996,8965.98908903835,399988114.207794,26.9506445081945
1.54489999999996,8999.4734239071,399988069.814276,27.0512953541868
1.54559999999996,9033.08280606444,399988025.25497,27.1523220892188
1.54629999999996,9066.81770247622,399987980.529256,27.2537261170405
1.54699999999996,9100.6785818519,399987935.636512,27.3555088466441
1.54769999999996,9134.66591465107,399987890.576116,27.4576716922831
1.54839999999996,9168.78017308999,399987845.347441,27.5602160734922
1.54909999999996,9203.02183114813,399987799.949858,27.6631434151072
1.54979999999996,9237.39136457479,399987754.382737,27.7664551472846
1.55049999999996,9271.88925089566,399987708.645444,27.8701527055213
1.55119999999996,9306.51596941947,399987662.737345,27.9742375306748
1.55189999999996,9341.27200124467,399987616.657802,28.0787110689833
1.55259999999996,9376.15782926609,399987570.406173,28.1835747720853
1.55329999999996,9411.17393818162,399987523.981817,28.2888300970405
1.55399999999996,9446.320814499,399987477.384088,28.3944785063493
1.55469999999996,9481.59894654253,399987430.612339,28.5005214679736
1.55539999999996,9517.00882445986,399987383.665921,28.6069604553569
1.55609999999996,9552.55094022883,399987336.54418,28.7137969474452
1.55679999999996,9588.22578766423,399987289.246463,28.8210324287069
1.55749999999996,9624.03386242476,399987241.772112,28.928668389154
1.55819999999996,9659.9756620198,399987194.120467,29.0367063243626
1.55889999999996,9696.05168581642,399987146.290866,29.1451477354934
1.55959999999996,9732.26243504624,399987098.282646,29.253994129313
1.56029999999996,9768.60841281243,399987050.095138,29.3632470182146
1.56099999999996,9805.09012409671,399987001.727673,29.4729079202391
1.56169999999996,9841.70807576629,399986953.17958,29.5829783590959
1.56239999999996,9878.46277658101,399986904.450183,29.6934598641845
1.56309999999996,9915.35473720033,399986855.538806,29.8043539706154
1.56379999999996,9952.38447019043,399986806.444769,29.9156622192318
1.56449999999996,9989.55249003138,399986757.16739,30.0273861566304
1.56519999999996,10026.8593131242,399986707.705984,30.1395273351836
1.56589999999996,10064.3054577982,399986658.059865,30.2520873130604
1.56659999999996,10101.8914443178,399986608.228342,30.3650676542486
1.56729999999996,10139.6177948903,399986558.210723,30.4784699285762
1.56799999999996,10177.4850336727,399986508.006312,30.5922957117332
1.56869999999996,10215.4936867792,399986457.614414,30.7065465852937
1.56939999999996,10253.6442822882,399986407.034326,30.8212241367376
1.57009999999996,10291.9373502501,399986356.265348,30.936329959473
1.57079999999996,10330.3734226945,399986305.306772,31.0518656528579
1.57149999999996,10368.9530336372,399986254.157892,31.1678328222228
1.57219999999996,10407.6767190881,399986202.817996,31.2842330788929
1.57289999999996,10446.5450170585,399986151.286372,31.4010680402101
1.57359999999996,10485.5584675685,399986099.562302,31.5183393295562
1.57429999999996,10524.7176126545,399986047.64507,31.6360485763748
1.57499999999995,10564.0229963768,399985995.533952,31.7541974161942
1.57569999999995,10603.4751648272,399985943.228226,31.8727874906502
1.57639999999995,10643.0746661363,399985890.727165,31.9918204475086
1.57709999999995,10682.8220504816,399985838.030038,32.1112979406886
1.57779999999995,10722.7178700945,399985785.136115,32.231221630285
1.57849999999995,10762.7626792687,399985732.044659,32.3515931825922
1.57919999999995,10802.9570343672,399985678.754934,32.4724142701266
1.57989999999995,10843.3014938306,399985625.266199,32.5936865716501
1.58059999999995,10883.7966181843,399985571.577711,32.7154117721936
1.58129999999995,10924.442970047,399985517.688723,32.8375915630798
1.58199999999995,10965.2411141378,399985463.598488,32.9602276419477
1.58269999999995,11006.1916172843,399985409.306253,33.0833217127752
1.58339999999995,11047.2950484307,399985354.811265,33.2068754859031
1.58409999999995,11088.5519786455,399985300.112766,33.3308906780593
1.58479999999995,11129.9629811291,399985245.209996,33.455369012382
1.58549999999995,11171.5286312227,399985190.102192,33.5803122184438
1.58619999999995,11213.2495064151,399985134.78859,33.7057220322761
1.58689999999995,11255.1261863516,399985079.268419,33.8316001963929
1.58759999999995,11297.1592528417,399985023.540909,33.9579484598148
1.58829999999995,11339.3492898674,399984967.605286,34.0847685780937
1.58899999999995,11381.6968835908,399984911.460773,34.2120623133372
1.58969999999995,11424.2026223629,399984855.106589,34.3398314342325
1.59039999999995,11466.8670967312,399984798.541951,34.4680777160718
1.59109999999995,11509.6908994483,399984741.766074,34.5968029407761
1.59179999999995,11552.6746254801,399984684.778168,34.7260088969208
1.59249999999995,11595.8188720136,399984627.577442,34.8556973797598
1.59319999999995,11639.1242384658,399984570.163102,34.9858701912509
1.59389999999995,11682.5913264917,399984512.534349,35.1165291400806
1.59459999999995,11726.2207399928,399984454.690383,35.2476760416894
1.59529999999995,11770.0130851251,399984396.6304,35.379312718297
1.59599999999995,11813.9689703082,399984338.353594,35.5114409989273
1.59669999999995,11858.0890062331,399984279.859155,35.6440627194341
1.59739999999995,11902.373805871,399984221.146269,35.7771797225268
1.59809999999995,11946.8239844819,399984162.214122,35.9107938577955
1.59879999999995,11991.4401596227,399984103.061895,36.0449069817369
1.59949999999995,12036.2229511563,399984043.688766,36.1795209577802
1.60019999999995,12081.17298126,399983984.093909,36.3146376563129
1.60089999999995,12126.290874434,399983924.276497,36.4502589547067
1.60159999999995,12171.5772575101,399983864.235699,36.5863867373438
1.60229999999995,12217.0327596608,399983803.970681,36.7230228956428
1.60299999999995,12262.6580124075,399983743.480605,36.8601693280851
1.60369999999995,12308.4536496295,399983682.764632,36.9978279402413
1.60439999999995,12354.4203075728,399983621.821916,37.1360006447977
1.60509999999995,12400.558624859,399983560.651612,37.2746893615826
1.60579999999995,12446.8692424941,399983499.25287,37.4138960175935
1.60649999999995,12493.3528038773,399983437.624837,37.5536225470231
1.60719999999995,12540.0099548102,399983375.766656,37.6938708912869
1.60789999999995,12586.8413435054,399983313.677469,37.8346429990498
1.60859999999995,12633.8476205959,399983251.356412,37.9759408262532
1.60929999999995,12681.0294391436,399983188.802619,38.1177663361423
1.60999999999995,12728.3874546492,399983126.015222,38.260121499293
1.61069999999995,12775.9223250603,399983062.993349,38.4030082936399
1.61139999999995,12823.6347107813,399982999.736123,38.5464287045031
1.61209999999995,12871.5252746824,399982936.242665,38.6903847246161
1.61279999999995,12919.5946821084,399982872.512095,38.8348783541538
1.61349999999995,12967.8436008885,399982808.543525,38.9799116007595
1.61419999999995,13016.2727013453,399982744.336068,39.1254864795735
1.61489999999995,13064.8826563039,399982679.888831,39.2716050132606
1.61559999999995,13113.6741411017,399982615.20092,39.4182692320388
1.61629999999995,13162.6478335975,399982550.271434,39.5654811737066
1.61699999999995,13211.8044141809,399982485.099473,39.7132428836723
1.61769999999995,13261.1445657817,399982419.684131,39.8615564149814
1.61839999999995,13310.6689738798,399982354.024498,40.0104238283461
1.61909999999995,13360.3783265141,399982288.119663,40.1598471921732
1.61979999999995,13410.2733142924,399982221.96871,40.3098285825932
1.62049999999995,13460.3546304011,399982155.57072,40.460370083489
1.62119999999995,13510.6229706145,399982088.924771,40.6114737865247
1.62189999999995,13561.0790333047,399982022.029936,40.763141791175
1.62259999999995,13611.7235194511,399981954.885286,40.9153762047543
1.62329999999995,13662.5571326505,399981887.489889,41.0681791424454
1.62399999999995,13713.5805791264,399981819.842808,41.2215527273297
1.62469999999995,13764.7945677391,399981751.943102,41.3754990904163
1.62539999999995,13816.1998099954,399981683.78983,41.5300203706713
1.62609999999995,13867.7970200587,399981615.382043,41.6851187150482
1.62679999999995,13919.5869147586,399981546.718792,41.8407962785171
1.62749999999995,13971.5702136011,399981477.799123,41.9970552240948
1.62819999999995,14023.7476387785,399981408.622078,42.1538977228752
1.62889999999995,14076.1199151793,399981339.186695,42.3113259540588
1.62959999999995,14128.6877703985,399981269.492011,42.4693421049836
1.63029999999995,14181.4519347477,399981199.537057,42.627948371155
1.63099999999995,14234.4131412649,399981129.320861,42.7871469562768
1.63169999999995,14287.5721257251,399981058.842448,42.9469400722811
1.63239999999995,14340.9296266501,399980988.100838,43.1073299393597
1.63309999999995,14394.4863853193,399980917.095049,43.2683187859946
1.63379999999995,14448.2431457793,399980845.824094,43.429908848989
1.63449999999995,14502.2006548548,399980774.286983,43.5921023734984
1.63519999999995,14556.3596621588,399980702.482722,43.7549016130617
1.63589999999995,14610.7209201029,399980630.410313,43.9183088296326
1.63659999999995,14665.2851839078,399980558.068756,44.082326293611
1.63729999999995,14720.0532116137,399980485.457045,44.2469562838744
1.63799999999995,14775.0257640912,399980412.574171,44.4122010878098
1.63869999999995,14830.2036050514,399980339.419122,44.5780630013452
1.63939999999995,14885.5875010566,399980265.990881,44.7445443289816
1.64009999999995,14941.1782215312,399980192.288429,44.9116473838252
1.64079999999995,14996.9765387721,399980118.310741,45.0793744876192
1.64149999999995,15052.9832279597,399980044.05679,45.2477279707761
1.64219999999995,15109.1990671682,399979969.525544,45.4167101724103
1.64289999999995,15165.624837377,399979894.715967,45.5863234403705
1.64359999999995,15222.261322481,399979819.627021,45.756570131272
1.64429999999995,15279.1093093019,399979744.257661,45.9274526105299
1.64499999999995,15336.1695875988,399979668.606842,46.0989732523916
1.64569999999995,15393.4429500794,399979592.673511,46.2711344399699
1.64639999999995,15450.9301924108,399979516.456614,46.4439385652762
1.64709999999995,15508.6321132308,399979439.955093,46.6173880292535
1.64779999999995,15566.5495141587,399979363.167884,46.79148524181
1.64849999999995,15624.6831998066,399979286.09392,46.9662326218523
1.64919999999995,15683.0339777906,399979208.732131,47.1416325973192
1.64989999999995,15741.602658742,399979131.081442,47.3176876052152
1.65059999999995,15800.3900563183,399979053.140774,47.4944000916448
1.65129999999995,15859.3969872148,399978974.909044,47.6717725118458
1.65199999999995,15918.6242711758,399978896.385166,47.849807330224
1.65269999999995,15978.0727310062,399978817.568048,48.0285070203871
1.65339999999995,16037.7431925824,399978738.456596,48.2078740651791
1.65409999999995,16097.6364848645,399978659.049711,48.3879109567149
1.65479999999995,16157.7534399069,399978579.346289,48.5686201964148
1.65549999999995,16218.0948928709,399978499.345222,48.7500042950393
1.65619999999995,16278.6616820353,399978419.045401,48.9320657727238
1.65689999999995,16339.4546488088,399978338.445708,49.1148071590139
1.65759999999995,16400.4746377411,399978257.545025,49.2982309929002
1.65829999999995,16461.722496535,399978176.342227,49.4823398228539
1.65899999999995,16523.1990760583,399978094.836186,49.6671362068619
1.65969999999995,16584.9052303548,399978013.02577,49.8526227124624
1.66039999999995,16646.8418166573,399977930.909843,50.0388019167809
1.66109999999995,16709.0096953986,399977848.487263,50.2256764065652
1.66179999999995,16771.4097302237,399977765.756885,50.4132487782222
1.66249999999995,16834.0427880022,399977682.71756,50.6015216378535
1.66319999999995,16896.9097388395,399977599.368135,50.7904976012914
1.66389999999995,16960.0114560898,399977515.707452,50.9801792941359
1.66459999999995,17023.3488163675,399977431.734348,51.1705693517904
1.66529999999994,17086.9226995598,399977347.447656,51.3616704194988
1.66599999999994,17150.7339888387,399977262.846206,51.5534851523821
1.66669999999994,17214.7835706732,399977177.928823,51.7460162154751
1.66739999999994,17279.072334842,399977092.694326,51.9392662837639
1.66809999999994,17343.6011744454,399977007.141531,52.1332380422224
1.66879999999994,17408.3709859178,399976921.269251,52.3279341858499
1.66949999999994,17473.3826690404,399976835.076292,52.5233574197088
1.67019999999994,17538.6371269533,399976748.561456,52.7195104589617
1.67089999999994,17604.1352661685,399976661.723542,52.9163960289091
1.67159999999994,17669.877996582,399976574.561344,53.1140168650279
1.67229999999994,17735.8662314867,399976487.073649,53.3123757130086
1.67299999999994,17802.100887585,399976399.259244,53.5114753287939
1.67369999999994,17868.5828850018,399976311.116908,53.7113184786167
1.67439999999994,17935.3131472965,399976222.645416,53.9119079390387
1.67509999999994,18002.2926014769,399976133.84354,54.1132464969891
1.67579999999994,18069.5221780112,399976044.710046,54.3153369498028
1.67649999999994,18137.0028108412,399975955.243695,54.5181821052597
1.67719999999994,18204.7354373954,399975865.443244,54.7217847816235
1.67789999999994,18272.7209986019,399975775.307447,54.926147807681
1.67859999999994,18340.9604389013,399975684.835051,55.1312740227811
1.67929999999994,18409.4547062602,399975594.024799,55.3371662768744
1.67999999999994,18478.2047521839,399975502.875429,55.543827430553
1.68069999999994,18547.2115317299,399975411.385675,55.7512603550897
1.68139999999994,18616.4760035211,399975319.554267,55.9594679324782
1.68209999999994,18685.9991297591,399975227.379928,56.1684530554733
1.68279999999994,18755.7818762374,399975134.861378,56.3782186276305
1.68349999999994,18825.8252123551,399975041.997331,56.5887675633472
1.68419999999994,18896.1301111302,399974948.786498,56.800102787902
1.68489999999994,18966.6975492129,399974855.227584,57.0122272374964
1.68559999999994,19037.5285068996,399974761.319289,57.2251438592951
1.68629999999994,19108.6239681462,399974667.060308,57.4388556114669
1.68699999999994,19179.9849205816,399974572.449332,57.6533654632256
1.68769999999994,19251.6123555219,399974477.485047,57.868676394872
1.68839999999994,19323.5072679838,399974382.166133,58.0847913978342
1.68909999999994,19395.6706566983,399974286.491266,58.30171347471
1.68979999999994,19468.103524125,399974190.459117,58.5194456393083
1.69049999999994,19540.8068764657,399974094.068352,58.7379909166909
1.69119999999994,19613.7817236783,399973997.317631,58.9573523432145
1.69189999999994,19687.0290794911,399973900.205612,59.1775329665728
1.69259999999994,19760.5499614165,399973802.730944,59.3985358458392
1.69329999999994,19834.3453907657,399973704.892274,59.6203640515089
1.69399999999994,19908.4163926621,399973606.688242,59.8430206655414
1.69469999999994,19982.7639960562,399973508.117484,60.066508781404
1.69539999999994,20057.3892337395,399973409.178631,60.2908315041138
1.69609999999994,20132.2931423588,399973309.870309,60.5159919502818
1.69679999999994,20207.4767624311,399973210.191137,60.7419932481552
1.69749999999994,20282.9411383573,399973110.139731,60.9688385376617
1.69819999999994,20358.6873184374,399973009.714702,61.1965309704525
1.69889999999994,20434.7163548843,399972908.914653,61.4250737099464
1.69959999999994,20511.0293038391,399972807.738185,61.6544699313736
1.70029999999994,20587.6272253855,399972706.183893,61.8847228218198
1.70099999999994,20664.5111835643,399972604.250365,62.1158355802704
1.70169999999994,20741.6822463885,399972501.936185,62.3478114176549
1.70239999999994,20819.1414858577,399972399.239932,62.5806535568919
1.70309999999994,20896.8899779737,399972296.16018,62.8143652329331
1.70379999999994,20974.9288027545,399972192.695496,63.0489496928089
1.70449999999994,21053.25904425,399972088.844444,63.2844101956731
1.70519999999994,21131.8817905568,399971984.60558,63.5207500128482
1.70589999999994,21210.7981338333,399971879.977456,63.7579724278712
1.70659999999994,21290.0091703148,399971774.95862,63.9960807365385
1.70729999999994,21369.5160003287,399971669.547611,64.2350782469522
1.70799999999994,21449.31972831,399971563.742966,64.4749682795661
1.70869999999994,21529.4214628164,399971457.543216,64.7157541672312
1.70939999999994,21609.8223165437,399971350.946883,64.9574392552426
1.71009999999994,21690.5234063414,399971243.952489,65.2000269013857
1.71079999999994,21771.5258532278,399971136.558546,65.4435204759828
1.71149999999994,21852.8307824063,399971028.763563,65.6879233619398
1.71219999999994,21934.4393232802,399970920.566043,65.9332389547936
1.71289999999994,22016.3526094687,399970811.964481,66.1794706627587
1.71359999999994,22098.5717788229,399970702.95737,66.4266219067749
1.71429999999994,22181.0979734411,399970593.543195,66.6746961205544
1.71499999999994,22263.9323396851,399970483.720437,66.9236967506303
1.71569999999994,22347.0760281957,399970373.487569,67.1736272564032
1.71639999999994,22430.530193909,399970262.843061,67.4244911101906
1.71709999999994,22514.2959960723,399970151.785375,67.6762917972739
1.71779999999994,22598.37459826,399970040.312969,67.9290328159477
1.71849999999994,22682.76716839,399969928.424294,68.1827176775679
1.71919999999994,22767.4748787399,399969816.117796,68.4373499066003
1.71989999999994,22852.4989059632,399969703.391915,68.6929330406703
1.72059999999994,22937.8404311053,399969590.245084,68.9494706306111
1.72129999999994,23023.5006396207,399969476.675733,69.2069662405135
1.72199999999994,23109.4807213886,399969362.682283,69.4654234477755
1.72269999999994,23195.7818707297,399969248.263151,69.7248458431514
1.72339999999994,23282.4052864232,399969133.416748,69.9852370308024
1.72409999999994,23369.3521717226,399969018.141478,70.246600628346
1.72479999999994,23456.6237343732,399968902.43574,70.5089402669066
1.72549999999994,23544.2211866284,399968786.297926,70.7722595911658
1.72619999999994,23632.1457452665,399968669.726423,71.036562259413
1.72689999999994,23720.398631608,399968552.719613,71.3018519435962
1.72759999999994,23808.981071532,399968435.275869,71.5681323293728
1.72829999999994,23897.8942954935,399968317.39356,71.8354071161613
1.72899999999994,23987.1395385406,399968199.071049,72.1036800171921
1.72969999999994,24076.7180403313,399968080.306692,72.3729547595592
1.73039999999994,24166.6310451509,399967961.098838,72.6432350842721
1.73109999999994,24256.8798019293,399967841.445834,72.9145247463077
1.73179999999994,24347.4655642582,399967721.346015,73.1868275146623
1.73249999999994,24438.3895904086,399967600.797714,73.460147172404
1.73319999999994,24529.6531433481,399967479.799257,73.7344875167254
1.73389999999994,24621.2574907588,399967358.348962,74.0098523589958
1.73459999999994,24713.2039050543,399967236.445142,74.2862455248149
1.73529999999994,24805.4936633977,399967114.086105,74.5636708540651
1.73599999999994,24898.1280477196,399966991.27015,74.8421322009654
1.73669999999994,24991.1083447353,399966867.995571,75.1216334341246
1.73739999999994,25084.4358459629,399966744.260656,75.4021784365953
1.73809999999994,25178.1118477414,399966620.063687,75.6837711059272
1.73879999999994,25272.1376512484,399966495.402937,75.966415354222
1.73949999999994,25366.5145625184,399966370.276676,76.2501151081873
1.74019999999994,25461.2438924607,399966244.683165,76.534874309191
1.74089999999994,25556.3269568776,399966118.620659,76.8206969133161
1.74159999999994,25651.7650764829,399965992.087408,77.107586891416
1.74229999999994,25747.5595769201,399965865.081654,77.3955482291692
1.74299999999994,25843.7117887804,399965737.601632,77.6845849271345
1.74369999999994,25940.223047622,399965609.645573,77.974701000807
1.74439999999994,26037.0946939876,399965481.211697,78.2659004806737
1.74509999999994,26134.3280734239,399965352.298222,78.5581874122693
1.74579999999994,26231.9245364999,399965222.903357,78.8515658562325
1.74649999999994,26329.8854388253,399965093.025304,79.1460398883622
1.74719999999994,26428.21214107,399964962.662259,79.4416135996742
1.74789999999994,26526.9060089824,399964831.812412,79.7382910964583
1.74859999999994,26625.9684134085,399964700.473944,80.0360765003346
1.74929999999994,26725.4007303111,399964568.645032,80.3349739483115
1.74999999999994,26825.2043407888,399964436.323844,80.6349875928424
1.75069999999994,26925.380631095,399964303.508543,80.9361216018839
1.75139999999994,27025.9309926571,399964170.197282,81.2383801589536
1.75209999999994,27126.8568220964,399964036.388212,81.5417674631876
1.75279999999994,27228.1595212464,399963902.079472,81.8462877293997
1.75349999999994,27329.8404971734,399963767.269197,82.1519451881392
1.75419999999994,27431.9011621952,399963631.955515,82.4587440857498
1.75489999999994,27534.342933901,399963496.136547,82.7666886844289
1.75559999999994,27637.167235171,399963359.810405,83.0757832622862
1.75629999999993,27740.3754941963,399963222.975195,83.3860321134034
1.75699999999993,27843.9691444984,399963085.629018,83.697439547894
1.75769999999993,27947.9496249493,399962947.769966,84.0100098919628
1.75839999999993,28052.3183797916,399962809.396123,84.3237474879659
1.75909999999993,28157.0768586582,399962670.505567,84.6386566944714
1.75979999999993,28262.2265165924,399962531.09637,84.9547418863195
1.76049999999993,28367.7688140685,399962391.166595,85.2720074546835
1.76119999999993,28473.7052170117,399962250.714298,85.5904578071305
1.76189999999993,28580.0371968184,399962109.737528,85.9100973676828
1.76259999999993,28686.766230377,399961968.234327,86.2309305768793
1.76329999999993,28793.8938000879,399961826.202729,86.5529618918369
1.76399999999993,28901.4213938843,399961683.640762,86.8761957863126
1.76469999999993,29009.3505052528,399961540.546446,87.2006367507657
1.76539999999993,29117.6826332543,399961396.917793,87.5262892924198
1.76609999999993,29226.4192825444,399961252.752807,87.8531579353257
1.76679999999993,29335.5619633946,399961108.049487,88.1812472204238
1.76749999999993,29445.1121917132,399960962.805823,88.5105617056076
1.76819999999993,29555.071489066,399960817.019796,88.8411059657867
1.76889999999993,29665.4413826979,399960670.689383,89.1728845929503
1.76959999999993,29776.2234055538,399960523.81255,89.505902196231
1.77029999999993,29887.4190962998,399960376.387257,89.8401634019688
1.77099999999993,29999.0299993448,399960228.411457,90.1756728537751
1.77169999999993,30111.0576648615,399960079.883095,90.5124352125977
1.77239999999993,30223.5036488085,399959930.800106,90.8504551567848
1.77309999999993,30336.3695129511,399959781.160421,91.1897373821504
1.77379999999993,30449.6568248839,399959630.961962,91.5302866020394
1.77449999999993,30563.3671580517,399959480.202641,91.8721075473929
1.77519999999993,30677.5020917716,399959328.880365,92.2152049668141
1.77589999999993,30792.0632112551,399959176.993031,92.5595836266338
1.77659999999993,30907.0521076301,399959024.538531,92.9052483109769
1.77729999999993,31022.4703779624,399958871.514747,93.252203821829
1.77799999999993,31138.3196252785,399958717.919553,93.6004549791023
1.77869999999993,31254.6014585877,399958563.750816,93.9500066207034
1.77939999999993,31371.317492904,399958409.006395,94.3008636025997
1.78009999999993,31488.4693492689,399958253.684139,94.6530307988874
1.78079999999993,31606.0586547738,399958097.781893,95.0065131018586
1.78149999999993,31724.0870425827,399957941.29749,95.3613154220698
1.78219999999993,31842.5561519542,399957784.228756,95.7174426884093
1.78289999999993,31961.4676282652,399957626.573511,96.0748998481665
1.78359999999993,32080.823123033,399957468.329565,96.4336918670999
1.78429999999993,32200.6242939384,399957309.494719,96.7938237295062
1.78499999999993,32320.8728048488,399957150.066768,97.1553004382897
